ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Kucera K.,Serrano O.,40,219,6,1,6,2,6,1,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Kuerten G.,Vinciguerra A.,5,53,6,0,6,0,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Lapentti N.,Boutter J.,11,95,6,4,6,2,6,0,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Massu N.,Diaz J.,75,130,6,4,6,3,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Medvedev A.,Tillstrom M.,20,65,1,6,7,6,7,6,6,2,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Meligeni F.,Prodon E.,42,487,2,6,6,4,6,3,7,5,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Norman M.,Guardiola T.,3,119,6,4,6,4,6,0,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Philippoussis M.,Sampras P.,25,2,4,6,7,5,7,6,4,6,8,6,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Pioline C.,Sanguinetti D.,6,97,4,6,6,0,4,0,,,,,1,1,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Portas A.,Pavel A.,66,27,6,2,7,6,6,1,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Puerta M.,Damm M.,26,84,7,6,6,3,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Rafter P.,Pozzi G.,24,72,6,3,6,1,6,1,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Rosset M.,Black B.,37,64,7,5,7,5,6,0,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Safin M.,Bastl G.,12,76,6,7,6,1,6,3,6,2,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Santoro F.,Gustafsson M.,29,78,6,3,3,6,6,4,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Sargsian S.,Schalken S.,60,39,5,7,3,6,7,6,6,3,6,2,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Savolt A.,Rodriguez M.,149,111,3,6,3,6,6,4,6,4,6,2,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Squillari F.,Popp A.,45,110,3,6,6,3,6,2,6,0,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Stanoytchev O.,Huet S.,104,101,4,6,0,6,7,5,6,4,7,5,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Stoltenberg J.,Novak J.,81,43,6,4,6,3,3,6,6,1,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Ulihrach B.,Phau B.,96,218,6,4,6,1,5,7,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Vanek J.,Berasategui A.,88,83,6,1,6,1,6,7,5,7,6,1,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Vicente F.,Mirnyi M.,31,57,3,6,5,7,6,3,6,4,6,4,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Vinck C.,Behrend T.,195,113,6,1,6,4,6,4,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,1st Round,5,Zabaleta M.,Levy H.,46,147,7,5,6,7,6,4,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Arazi H.,Hipfl M.,28,105,6,3,3,6,5,7,6,2,6,1,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Calleri A.,Hrbaty D.,102,14,6,7,6,1,6,4,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Chang M.,Johansson T.,33,62,7,6,7,6,2,6,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Corretja A.,Meligeni F.,10,42,4,6,6,3,6,3,4,6,6,3,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Costa A.,Gumy H.,18,93,4,6,6,3,7,5,1,0,,,2,1,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,El Aynaoui Y.,Chela J.I.,15,56,6,3,6,4,6,0,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Enqvist T.,Gaudio G.,7,47,6,3,6,2,6,0,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Federer R.,Gambill J.M.,54,69,7,6,6,3,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Ferreira W.,Coria G.,48,295,6,3,6,1,4,6,7,5,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Ferrero J.C.,Dosedel S.,16,55,1,6,2,6,6,2,6,4,6,4,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Grosjean S.,Browne F.,34,123,6,1,6,3,2,6,6,7,6,2,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Haas T.,Gaudenzi A.,21,74,4,6,3,6,7,6,7,6,6,1,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Henman T.,Vinck C.,13,195,6,2,6,4,7,6,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Hewitt L.,Hantschk M.,9,94,2,6,6,3,3,6,6,2,6,3,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Kafelnikov Y.,Zabaleta M.,4,46,6,2,3,6,6,7,6,4,6,4,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Krajicek R.,Eschauer W.,36,209,7,5,6,3,7,5,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Kratochvil M.,Stanoytchev O.,120,104,6,7,7,5,6,2,6,1,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Kucera K.,Agassi A.,40,1,2,6,7,5,6,1,6,0,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Kuerten G.,Charpentier M.,5,230,7,6,6,2,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Lapentti N.,Ulihrach B.,11,96,7,6,6,3,6,7,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Medvedev A.,Rosset M.,20,37,6,1,6,2,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Norman M.,Santoro F.,3,29,6,1,6,4,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Philippoussis M.,Goldstein P.,25,80,6,4,6,7,6,0,6,2,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Pioline C.,Rafter P.,6,24,7,6,6,3,6,4,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Portas A.,Balcells J.,66,122,4,6,6,3,7,5,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Puerta M.,Clavet F.,26,49,6,2,6,1,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Safin M.,Ilie A.,12,38,7,5,4,6,5,7,6,3,5,0,2,2,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Sargsian S.,Clement A.,60,59,6,7,6,3,2,6,6,0,6,4,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Savolt A.,Koubek S.,149,32,3,6,7,5,6,0,5,2,,,2,1,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Squillari F.,Vanek J.,45,88,7,5,6,3,6,7,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Stoltenberg J.,Massu N.,81,75,6,3,6,1,7,5,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,2nd Round,5,Vicente F.,Agenor R.,31,91,6,1,6,0,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Corretja A.,Krajicek R.,10,36,4,6,6,2,6,3,6,2,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Costa A.,Enqvist T.,18,7,5,7,7,6,6,1,3,6,6,4,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,El Aynaoui Y.,Stoltenberg J.,15,81,6,4,5,5,,,,,,,1,0,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Federer R.,Kratochvil M.,54,120,7,6,6,4,2,6,6,7,8,6,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Ferrero J.C.,Puerta M.,16,26,6,2,3,2,,,,,,,1,0,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Hewitt L.,Savolt A.,9,149,6,1,6,4,6,0,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Kafelnikov Y.,Grosjean S.,4,34,6,4,6,1,5,7,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Kuerten G.,Chang M.,5,33,6,3,6,7,6,1,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Lapentti N.,Ferreira W.,11,48,5,7,6,3,7,5,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Medvedev A.,Calleri A.,20,102,6,3,3,6,6,4,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Norman M.,Sargsian S.,3,60,6,4,6,1,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Philippoussis M.,Arazi H.,25,28,6,2,6,1,3,6,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Pioline C.,Portas A.,6,66,6,4,6,3,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Safin M.,Haas T.,12,21,7,6,6,3,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Squillari F.,Kucera K.,45,40,6,1,6,4,4,6,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,3rd Round,5,Vicente F.,Henman T.,31,13,7,5,4,6,6,4,4,6,6,3,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,4th Round,5,Corretja A.,Federer R.,10,54,7,5,7,6,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,4th Round,5,Costa A.,Hewitt L.,18,9,6,3,4,6,6,2,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,4th Round,5,Ferrero J.C.,Philippoussis M.,16,25,6,2,6,2,3,6,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,4th Round,5,Kafelnikov Y.,Vicente F.,4,31,5,7,6,3,5,7,7,6,8,6,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,4th Round,5,Kuerten G.,Lapentti N.,5,11,6,3,6,4,7,6,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,4th Round,5,Norman M.,Medvedev A.,3,20,6,0,6,4,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,4th Round,5,Safin M.,Pioline C.,12,6,6,4,1,6,6,3,7,5,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,4th Round,5,Squillari F.,El Aynaoui Y.,45,15,6,4,6,1,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,Quarterfinals,5,Ferrero J.C.,Corretja A.,16,10,6,4,6,4,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,Quarterfinals,5,Kuerten G.,Kafelnikov Y.,5,4,6,3,3,6,4,6,6,4,6,2,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,Quarterfinals,5,Norman M.,Safin M.,3,12,6,4,6,3,4,6,7,5,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,Quarterfinals,5,Squillari F.,Costa A.,45,18,6,4,6,4,2,6,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,Semifinals,5,Kuerten G.,Ferrero J.C.,5,16,7,5,4,6,2,6,6,4,6,3,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,Semifinals,5,Norman M.,Squillari F.,3,45,6,1,6,4,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Paris,French Open,29/05/2000,Grand Slam,Outdoor,Clay,The Final,5,Kuerten G.,Norman M.,5,3,6,2,6,3,2,6,7,6,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Agassi A.,Dent T.,1,256,2,6,6,3,6,0,4,0,,,2,1,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Arazi H.,Gaudi I.,38,218,6,2,6,4,6,0,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Bjorkman J.,Medvedev A.,78,47,6,4,6,3,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Black B.,Ilie A.,52,43,6,3,5,7,7,6,6,0,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Bower J.,Sanguinetti D.,509,87,6,3,7,6,4,6,7,6,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Chang M.,Gaudio G.,24,41,6,2,6,3,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Clavet F.,Gumy H.,42,88,6,3,6,3,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Ivanisevic G.,58,65,6,3,3,6,6,3,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Damm M.,Petrovic D.,86,185,6,1,6,4,6,1,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,di Pasquale A.,Hipfl M.,49,97,4,6,6,4,6,4,6,7,6,1,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Dosedel S.,Lapentti N.,50,10,6,3,6,2,0,6,6,1,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,El Aynaoui Y.,Mantilla F.,16,75,7,6,6,3,6,4,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Enqvist T.,Hantschk M.,8,92,6,1,6,4,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Escude N.,Canas G.,17,144,4,6,6,4,6,1,6,2,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Ferreira W.,Arthurs W.,37,94,6,7,6,3,7,6,6,1,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Gambill J.M.,Hewitt L.,56,7,6,3,6,2,7,5,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Gimelstob J.,Cowan B.,99,172,6,3,6,4,6,7,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Godwin N.,Vicente F.,203,31,6,7,6,1,3,6,6,2,8,6,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Goldstein P.,Boutter J.,76,103,7,6,6,3,6,4,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Golmard J.,Saulnier C.,70,124,7,5,6,4,6,4,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Gustafsson M.,Kilderry P.,72,297,6,4,6,2,6,4,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Kiefer N.,23,12,5,7,6,4,6,2,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Srichaphan P.,14,90,5,7,6,3,6,1,6,3,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Hrbaty D.,Zabaleta M.,32,40,6,4,6,2,7,5,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Huet S.,Bhupathi M.,108,1049,6,7,6,3,7,6,6,1,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Meligeni F.,57,100,6,4,6,7,6,3,6,2,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Kafelnikov Y.,Federer R.,5,35,7,5,7,5,7,6,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Voinea A.,36,93,3,3,,,,,,,,,0,0,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Krajicek R.,Kohlmann M.,27,189,3,6,6,1,6,4,7,6,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,London,Wimbledon,26/06/2000,Grand Slam,Outdoor,Grass,1st Round,5,Kucera K.,Black W.,44,166,6,2,6,2,6,4,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
